accession	agricola_id	altitude	base_count	bio_material	cell_line	cell_type	collected_by	collection_date	country	cultivar	culture_collection	dataclass	description	dev_stage	doi	doi_url	ecotype	environmental_sample	first_public	germline	haplotype	host	identified_by	isolate	isolation_source	keywords	lab_host	last_updated	location	mating_type	metagenome_source	mol_type	organelle	patent_number	plasmid	pubmed_id	pubmed_url	sample_accession	scientific_name	sequence_md5	sequence_version	serotype	serovar	sex	specimen_voucher	strain	study_accession	sub_species	sub_strain	submitted_sex	tax_division	tax_id	tissue_lib	tissue_type	topology	variety
BS001095			29781					2021-02-15	Japan:Kanto			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner433/2021 RNA, nearly complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner433/2021	pharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	18689dd9489541c402cd1b66dbcfa3c5	1										VRL	2697049			LINEAR	
BS001096			29781					2021-03-15	Japan:Kanto			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner434/2021 RNA, nearly complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner434/2021	pharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	275cae3c484fac267fc655423d356b3d	1										VRL	2697049			LINEAR	
BS001097			29781					2021-03-15	Japan:Kanto			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner435/2021 RNA, nearly complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner435/2021	pharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	f261b6c8a622214d2fea60ffc1354023	1										VRL	2697049			LINEAR	
BS001098			29781					2021-03-15	Japan:Kanto			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner436/2021 RNA, nearly complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner436/2021	pharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	d098b2b2eac76f751fd297e5bb562f11	1										VRL	2697049			LINEAR	
BS001099			29782					2021-03-15	Japan:Kanto			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner437/2021 RNA, nearly complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner437/2021	pharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	7e4e9b60978f2a1d5bd9cf7fce49e388	1										VRL	2697049			LINEAR	
BS001100			29781					2021-03-15	Japan:Kanto			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner438/2021 RNA, nearly complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner438/2021	pharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	37da489369b904e0f7a05495406a5a4a	1										VRL	2697049			LINEAR	
BS001101			29782					2020-04-18	Japan:Hokkaido			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner439/2020 RNA, complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner439/2020	pharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	1dc59b06874d027cb320d575f86b32fb	1										VRL	2697049			LINEAR	
BS001102			29782					2020-04-17	Japan:Hokkaido			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner440/2020 RNA, nearly complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner440/2020	pharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	7a33371b17e43c36f21afe5b4d849b84	1										VRL	2697049			LINEAR	
BS001103			29782					2020-04-23	Japan:Hokkaido			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner442/2020 RNA, nearly complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner442/2020	pharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	0ef4adf47e6b64492b36c5c18607928e	1										VRL	2697049			LINEAR	
BS001104			29782					2020-04-27	Japan:Hokkaido			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner443/2020 RNA, complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner443/2020	pharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	b08e2f7d5ca00853d86fded77a69a932	1										VRL	2697049			LINEAR	
BS001105			29782					2020-05-24	Japan:Hokkaido			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner444/2020 RNA, nearly complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner444/2020	pharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	850fe0392876313d171747860aa8ca78	1										VRL	2697049			LINEAR	
BS001106			29782					2020-05-23	Japan:Hokkaido			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner445/2020 RNA, nearly complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner445/2020	pharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	9b0831e4f6be4ea5174832378ce1c1fa	1										VRL	2697049			LINEAR	
BS001107			29782					2020-05-27	Japan:Hokkaido			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner446/2020 RNA, nearly complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner446/2020	pharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	9b4ec2306bcd351fefd8c3c9db8609d5	1										VRL	2697049			LINEAR	
BS001108			29782					2020-06-03	Japan:Hokkaido			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner448/2020 RNA, nearly complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner448/2020	pharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	45f10f89102d1becaf9cc08222ed373f	1										VRL	2697049			LINEAR	
BS001109			29782					2020-06-05	Japan:Hokkaido			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner449/2020 RNA, nearly complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner449/2020	pharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	552448cdade8c24497094f40f9877429	1										VRL	2697049			LINEAR	
BS001110			29782					2020-06-03	Japan:Hokkaido			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner450/2020 RNA, nearly complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner450/2020	pharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	cb19cbb96496f405a4f836a9d31e7e0e	1										VRL	2697049			LINEAR	
BS001111			29782					2020-06-28	Japan:Hokkaido			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner451/2020 RNA, nearly complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner451/2020	pharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	717a264a546b9573b8eb8bb5bd64d937	1										VRL	2697049			LINEAR	
BS001112			29782					2020-06-21	Japan:Hokkaido			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner452/2020 RNA, nearly complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner452/2020	pharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	d258e6f474cc8ddb398565938b21ea64	1										VRL	2697049			LINEAR	
BS001113			29782					2020-07-02	Japan:Hokkaido			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner453/2020 RNA, nearly complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner453/2020	pharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	f641f6881a135a47e7fb02fa13cb70b8	1										VRL	2697049			LINEAR	
BS001114			29782					2020-07-16	Japan:Hokkaido			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner454/2020 RNA, complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner454/2020	pharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	cdcb0f0d6d456bc91a41b2982d9a7057	1										VRL	2697049			LINEAR	
BS001115			29782					2020-08-01	Japan:Hokkaido			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner455/2020 RNA, complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner455/2020	pharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	642f8ef34ee3f6edcae351076c760f09	1										VRL	2697049			LINEAR	
BS001116			29782					2020-08-06	Japan:Hokkaido			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner456/2020 RNA, nearly complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner456/2020	pharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	878818bea7da7975934c0b296b3c4547	1										VRL	2697049			LINEAR	
BS001117			29782					2020-08-20	Japan:Hokkaido			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner457/2020 RNA, complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner457/2020	pharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	8fb646d929e7522f179e0b0c42f4df27	1										VRL	2697049			LINEAR	
BS001118			29782					2020-09-17	Japan:Hokkaido			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner458/2020 RNA, complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner458/2020	pharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	aa14cca1074e345e7e8ca0adb3a73e54	1										VRL	2697049			LINEAR	
BS001119			29782					2020-09-25	Japan:Hokkaido			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner459/2020 RNA, complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner459/2020	pharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	ac58e686fd263b6948e3cda5b6c46366	1										VRL	2697049			LINEAR	
BS001120			29782					2020-10-07	Japan:Hokkaido			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner460/2020 RNA, complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner460/2020	pharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	8fb646d929e7522f179e0b0c42f4df27	1										VRL	2697049			LINEAR	
BS001121			29782					2020-10-08	Japan:Hokkaido			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner461/2020 RNA, complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner461/2020	pharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	32a7e0b01d054241e65ba16882b59a57	1										VRL	2697049			LINEAR	
BS001122			29782					2020-10-13	Japan:Hokkaido			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner462/2020 RNA, complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner462/2020	pharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	74c9f2c805c8fcd47800764fbd12f088	1										VRL	2697049			LINEAR	
BS001123			29782					2020-10-13	Japan:Hokkaido			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner463/2020 RNA, partial genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner463/2020	pharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	154fe3cb76c68db273ad84f12a90fda8	1										VRL	2697049			LINEAR	
BS001124			29782					2020-10-27	Japan:Hokkaido			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner465/2020 RNA, complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner465/2020	pharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	311c5c2a87e30a0ccffbe723b5dca183	1										VRL	2697049			LINEAR	
BS001125			29782					2020-11-01	Japan:Hokkaido			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner466/2020 RNA, nearly complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner466/2020	pharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	254a2d162ca4cfe6c11b54461423a7cc	1										VRL	2697049			LINEAR	
BS001126			29782					2020-10-31	Japan:Hokkaido			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner467/2020 RNA, complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner467/2020	pharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	0e1a97764a1681ffd015e943285b7ca1	1										VRL	2697049			LINEAR	
BS001127			29782					2020-10-27	Japan:Hokkaido			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner468/2020 RNA, complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner468/2020	pharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	34e93b83e45454cd83588a25b197d2b6	1										VRL	2697049			LINEAR	
BS001128			29782					2020-10-30	Japan:Hokkaido			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner469/2020 RNA, nearly complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner469/2020	pharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	84ea5348b2ce6c97c2dd9cc50478eef6	1										VRL	2697049			LINEAR	
BS001129			29782					2020-10-31	Japan:Hokkaido			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner470/2020 RNA, complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner470/2020	pharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	7d0ae0c658a9605d19f8b024c1b7a471	1										VRL	2697049			LINEAR	
BS001130			29782					2020-11-27	Japan:Hokkaido			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner471/2020 RNA, complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner471/2020	pharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	43dbc4aae923f61e3cd2c9820a3a4afc	1										VRL	2697049			LINEAR	
BS001131			29782					2020-11-30	Japan:Hokkaido			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner472/2020 RNA, complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner472/2020	pharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	d90fc57da19d49f579e36af8d7cefb16	1										VRL	2697049			LINEAR	
BS001132			29782					2021-01-07	Japan:Hokkaido			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner473/2021 RNA, complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner473/2021	pharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	1203cc64b8c53692ac0e405a4f622ec5	1										VRL	2697049			LINEAR	
BS001133			29782					2021-01-31	Japan:Hokkaido			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner474/2021 RNA, complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner474/2021	pharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	9689db364bf18d736828397c7e7e0f97	1										VRL	2697049			LINEAR	
BS001134			29782					2021-02-01	Japan:Hokkaido			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner475/2021 RNA, complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner475/2021	pharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	3199fb8711870f268aeded46c316e338	1										VRL	2697049			LINEAR	
BS001135			29523					2021-02-05	Japan:Hokkaido			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner476/2021 RNA, nearly complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner476/2021	pharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	e8b5208859d21fac8e350189d3ea0356	1										VRL	2697049			LINEAR	
BS001136			29782					2021-02-07	Japan:Hokkaido			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner477/2021 RNA, complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner477/2021	pharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	52a359396c87232e02a566dbe1647b81	1										VRL	2697049			LINEAR	
BS001137			29863					2021-06-25	Japan: Tochigi			STD	Severe acute respiratory syndrome coronavirus 2 hCov-19/Japan/KH879/2021 RNA, complete genome.					false	2021-08-27	false		Homo sapiens		hCov-19/Japan/KH879/2021	saliva			2021-09-03				genomic RNA							Severe acute respiratory syndrome coronavirus 2	5c554f93219c584bc63cdf8ddb5df5cc	1										VRL	2697049			LINEAR	
BS001138			29862					2021-06-27	Japan: Tochigi			STD	Severe acute respiratory syndrome coronavirus 2 hCov-19/Japan/KH886/2021 RNA, complete genome.					false	2021-08-27	false		Homo sapiens		hCov-19/Japan/KH886/2021	saliva			2021-09-03				genomic RNA							Severe acute respiratory syndrome coronavirus 2	af137858949c0f62835f6e5bc50545c4	1										VRL	2697049			LINEAR	
BS001139			29877					2021-06-27	Japan: Tochigi			STD	Severe acute respiratory syndrome coronavirus 2 hCov-19/Japan/KH887/2021 RNA, complete genome.					false	2021-08-27	false		Homo sapiens		hCov-19/Japan/KH887/2021	saliva			2021-09-03				genomic RNA							Severe acute respiratory syndrome coronavirus 2	21d1329c211416c1da964e439200f2da	1										VRL	2697049			LINEAR	
BS001140			29862					2021-06-28	Japan: Tochigi			STD	Severe acute respiratory syndrome coronavirus 2 hCov-19/Japan/KH892/2021 RNA, complete genome.					false	2021-08-27	false		Homo sapiens		hCov-19/Japan/KH892/2021	saliva			2021-09-03				genomic RNA							Severe acute respiratory syndrome coronavirus 2	9782702ed2f8bc63197e4e4cad2754c9	1										VRL	2697049			LINEAR	
BS001141			29882					2021-06-29	Japan: Tochigi			STD	Severe acute respiratory syndrome coronavirus 2 hCov-19/Japan/KH893/2021 RNA, complete genome.					false	2021-08-27	false		Homo sapiens		hCov-19/Japan/KH893/2021	saliva			2021-09-03				genomic RNA							Severe acute respiratory syndrome coronavirus 2	f9a0918334592a2762be42e7dd7cc8f0	1										VRL	2697049			LINEAR	
BS001142			29863					2021-06-29	Japan: Tochigi			STD	Severe acute respiratory syndrome coronavirus 2 hCov-19/Japan/KH898/2021 RNA, complete genome.					false	2021-08-27	false		Homo sapiens		hCov-19/Japan/KH898/2021	saliva			2021-09-03				genomic RNA							Severe acute respiratory syndrome coronavirus 2	12fe80783ba1890e0e9455384fddc73c	1										VRL	2697049			LINEAR	
BS001143			29873					2021-06-30	Japan: Tochigi			STD	Severe acute respiratory syndrome coronavirus 2 hCov-19/Japan/KH901/2021 RNA, complete genome.					false	2021-08-27	false		Homo sapiens		hCov-19/Japan/KH901/2021	saliva			2021-09-03				genomic RNA							Severe acute respiratory syndrome coronavirus 2	73377f934fab20e56d6bd1df41722875	1										VRL	2697049			LINEAR	
